Mã,Chỉ số,2020,2021,2022,2023,2024
VGV,Đòn bẩy tài chính,2.42,2.51,2.54,2.39,2.39
VGV,Khả năng chi trả lãi vay,20.77,19.56,25.99,33.07,256.48
VHC,Biên EBIT (%),9.88,13.24,17.04,9.66,9.99
VHC,Biên lợi nhuận gộp (%),14.42,19.39,22.49,14.88,15.09
VHC,Biên lợi nhuận ròng (%),10.22,12.22,15.21,9.71,10.46
VHC,Chỉ số thanh toán hiện thời,2.44,2.07,2.07,2.44,2.58
VHC,Chỉ số thanh toán nhanh,1.6,1.34,1.26,1.2,1.6
VHC,Chỉ số thanh toán tiền mặt,0.02,0.07,0.15,0.07,0.18
VHC,Đòn bẩy tài chính,1.39,1.48,1.51,1.39,1.36
VHC,Khả năng chi trả lãi vay,18.11,34.56,23.21,7.27,17.08
VHD,Biên EBIT (%),-7.69,2.76,6.64,-5.96,-16.05
VHD,Biên lợi nhuận gộp (%),30.09,3.29,11.45,4.5,5.43
VHD,Biên lợi nhuận ròng (%),6.45,3.67,5.0,-52.69,-91.38
VHD,Chỉ số thanh toán hiện thời,4.06,2.12,1.21,1.7,1.84
VHD,Chỉ số thanh toán nhanh,2.43,1.76,1.1,0.91,0.97
VHD,Chỉ số thanh toán tiền mặt,0.07,0.11,0.06,0.01,0.0
VHD,Đòn bẩy tài chính,1.21,1.16,1.43,20.22,61.26
VHD,Khả năng chi trả lãi vay,NaN,16.65,11.77,-0.12,-0.15
VHE,Biên EBIT (%),1.37,3.51,2.38,2.19,2.02
VHE,Biên lợi nhuận gộp (%),7.29,14.45,4.23,4.06,3.62
VHE,Biên lợi nhuận ròng (%),0.68,0.92,0.54,0.52,0.44
VHE,Chỉ số thanh toán hiện thời,2.6,4.81,7.18,4.74,2.18
VHE,Chỉ số thanh toán nhanh,0.4,0.31,0.36,1.95,0.63
VHE,Chỉ số thanh toán tiền mặt,0.17,0.15,0.0,0.0,0.01
VHE,Đòn bẩy tài chính,1.42,1.23,1.14,1.23,1.38
VHE,Khả năng chi trả lãi vay,0.33,1.53,1.47,1.43,1.32
VHF,Biên EBIT (%),-2.36,-3.53,-2.4,-1.29,-2.29
VHF,Biên lợi nhuận gộp (%),4.38,3.36,4.02,4.51,4.09
VHF,Biên lợi nhuận ròng (%),1.21,1.53,1.43,1.25,0.88
VHF,Chỉ số thanh toán hiện thời,7.01,3.44,2.97,2.95,2.52
VHF,Chỉ số thanh toán nhanh,6.51,3.0,2.7,2.11,1.9
VHF,Chỉ số thanh toán tiền mặt,0.21,0.11,0.12,0.1,0.08
VHF,Đòn bẩy tài chính,1.16,1.38,1.45,1.44,1.55
VHF,Khả năng chi trả lãi vay,-5.69,-9.66,-4.26,-1.06,-4.18
VHG,Chỉ số thanh toán hiện thời,2.41,2.83,1.01,1.14,1.11
VHG,Chỉ số thanh toán nhanh,2.19,2.82,1.0,1.12,1.08
VHG,Chỉ số thanh toán tiền mặt,0.0,0.0,0.01,0.0,0.0
VHG,Đòn bẩy tài chính,1.2,1.08,1.1,1.08,1.08
VHH,Biên EBIT (%),-4.88,-3.78,-10.51,-12.01,NaN
VHH,Biên lợi nhuận gộp (%),3.47,4.23,-2.4,-4.25,NaN
VHH,Biên lợi nhuận ròng (%),-5.15,-3.76,-10.79,-11.73,NaN
VHH,Chỉ số thanh toán hiện thời,1.52,1.43,1.25,1.1,NaN
VHH,Chỉ số thanh toán nhanh,1.36,1.22,1.07,0.94,NaN
VHH,Chỉ số thanh toán tiền mặt,0.05,0.01,0.02,0.02,NaN
VHH,Đòn bẩy tài chính,1.85,2.03,2.33,2.92,NaN
VHH,Khả năng chi trả lãi vay,-5.87,-13.52,-81.3,-669.49,NaN
VHL,Biên EBIT (%),5.49,4.11,1.66,-2.59,-1.33
VHL,Biên lợi nhuận gộp (%),17.88,15.5,12.2,9.34,11.04
VHL,Biên lợi nhuận ròng (%),4.42,2.69,0.01,-5.65,-5.79
VHL,Chỉ số thanh toán hiện thời,1.21,1.32,1.5,1.79,2.1
VHL,Chỉ số thanh toán nhanh,0.37,0.28,0.21,0.29,0.7
VHL,Chỉ số thanh toán tiền mặt,0.27,0.16,0.08,0.16,0.34
VHL,Đòn bẩy tài chính,1.85,1.69,1.69,1.55,1.54
VHL,Khả năng chi trả lãi vay,5.42,4.05,2.33,-2.99,-3.2
VHM,Biên EBIT (%),29.44,49.89,41.06,26.99,23.17
VHM,Biên lợi nhuận gộp (%),36.25,57.02,49.2,34.48,31.78
VHM,Biên lợi nhuận ròng (%),39.42,45.83,46.74,32.38,34.35
VHM,Chỉ số thanh toán hiện thời,0.99,1.25,1.05,1.15,0.99
VHM,Chỉ số thanh toán nhanh,0.49,0.63,0.6,0.71,0.7
VHM,Chỉ số thanh toán tiền mặt,0.13,0.06,0.06,0.07,0.1
VHM,Đòn bẩy tài chính,2.42,1.75,2.44,2.43,2.54
VHM,Khả năng chi trả lãi vay,7.02,18.06,12.34,9.16,3.24
VIB,Đòn bẩy tài chính,13.61,12.74,10.5,10.8,11.78
VIC,Biên EBIT (%),-3.03,2.48,-10.44,-1.53,-3.63
VIC,Biên lợi nhuận gộp (%),15.67,27.1,14.43,14.56,14.63
VIC,Biên lợi nhuận ròng (%),4.11,-6.01,2.01,1.27,2.73
VIC,Chỉ số thanh toán hiện thời,0.98,1.1,0.95,0.86,0.78
VIC,Chỉ số thanh toán nhanh,0.54,0.67,0.53,0.51,0.47
VIC,Chỉ số thanh toán tiền mặt,0.17,0.13,0.09,0.07,0.08
VIC,Đòn bẩy tài chính,3.11,2.68,4.26,4.5,5.47
VIC,Khả năng chi trả lãi vay,-0.29,0.3,-0.97,-0.14,-0.3
VID,Biên EBIT (%),3.0,6.43,5.06,2.62,-0.21
VID,Biên lợi nhuận gộp (%),8.15,11.72,9.66,7.95,6.14
VID,Biên lợi nhuận ròng (%),3.66,6.11,3.52,2.9,1.28
VID,Chỉ số thanh toán hiện thời,1.02,1.08,1.17,1.33,1.44
VID,Chỉ số thanh toán nhanh,0.81,0.68,0.74,0.81,0.79
VID,Chỉ số thanh toán tiền mặt,0.12,0.17,0.15,0.16,0.13
VID,Đòn bẩy tài chính,1.83,2.15,2.07,1.93,1.67
VID,Khả năng chi trả lãi vay,1.69,4.62,4.36,1.62,-0.13
VIE,Biên EBIT (%),0.59,9.86,4.22,6.02,NaN
VIE,Biên lợi nhuận gộp (%),13.95,20.61,29.27,30.33,NaN
VIE,Biên lợi nhuận ròng (%),0.23,8.37,0.42,1.81,NaN
VIE,Chỉ số thanh toán hiện thời,1.68,2.6,7.32,7.37,NaN
VIE,Chỉ số thanh toán nhanh,1.28,1.85,6.5,6.39,NaN
VIE,Chỉ số thanh toán tiền mặt,0.18,0.35,4.77,0.17,NaN
VIE,Đòn bẩy tài chính,2.17,1.52,1.15,1.13,NaN
VIE,Khả năng chi trả lãi vay,1.41,416.11,706.37,15536.05,NaN
VIF,Biên EBIT (%),-1.42,-0.2,-1.2,-0.72,-4.85
VIF,Biên lợi nhuận gộp (%),16.68,16.37,15.48,17.2,15.31
VIF,Biên lợi nhuận ròng (%),16.27,14.54,24.87,16.37,22.42
VIF,Chỉ số thanh toán hiện thời,6.94,6.66,7.26,8.56,9.03
VIF,Chỉ số thanh toán nhanh,5.03,4.44,4.83,6.07,6.51
VIF,Chỉ số thanh toán tiền mặt,0.26,0.2,0.34,0.41,0.43
VIF,Đòn bẩy tài chính,1.12,1.13,1.11,1.1,1.09
VIF,Khả năng chi trả lãi vay,-4.84,-1.0,-4.38,-1.32,-13.89
VIG,Biên EBIT (%),-56.08,28.92,6.04,57.07,53.34
VIG,Biên lợi nhuận gộp (%),34.72,34.4,82.5,81.76,80.08
VIG,Biên lợi nhuận ròng (%),-55.23,12.23,3.68,75.05,48.19
VIG,Chỉ số thanh toán hiện thời,9.46,9.05,25.07,16.8,13.61
VIG,Chỉ số thanh toán tiền mặt,0.06,0.35,9.13,4.23,3.04
VIG,Đòn bẩy tài chính,1.11,1.12,1.04,1.04,1.05
VIG,Khả năng chi trả lãi vay,NaN,1.5,2.33,2219.28,868.43
VIH,Biên EBIT (%),7.6,6.52,4.76,4.01,4.63
VIH,Biên lợi nhuận gộp (%),11.98,9.89,7.63,7.47,8.13
VIH,Biên lợi nhuận ròng (%),2.24,1.22,1.05,0.33,0.95
VIH,Chỉ số thanh toán hiện thời,0.69,0.82,0.87,0.73,0.71
VIH,Chỉ số thanh toán nhanh,0.16,0.23,0.26,0.15,0.16
VIH,Chỉ số thanh toán tiền mặt,0.09,0.15,0.04,0.06,0.05
VIH,Đòn bẩy tài chính,5.06,4.99,5.13,5.13,4.43
VIH,Khả năng chi trả lãi vay,2.06,1.92,1.63,0.93,1.88
VIM,Biên EBIT (%),6.84,7.08,6.48,5.6,3.49
VIM,Biên lợi nhuận gộp (%),20.09,15.55,15.59,16.82,15.26
VIM,Biên lợi nhuận ròng (%),4.66,5.36,4.33,3.88,1.51
VIM,Chỉ số thanh toán hiện thời,1.46,1.91,2.01,1.59,1.69
VIM,Chỉ số thanh toán nhanh,0.98,1.06,1.29,1.02,0.81
VIM,Chỉ số thanh toán tiền mặt,0.36,0.02,0.23,0.09,0.14
VIM,Đòn bẩy tài chính,1.77,1.65,1.68,2.02,1.96
VIM,Khả năng chi trả lãi vay,9.43,13.85,17.02,11.26,3.18
VIN,Biên EBIT (%),1.81,-4.3,-6.67,-6.52,-5.18
VIN,Biên lợi nhuận gộp (%),10.22,3.17,12.5,17.06,14.15
VIN,Biên lợi nhuận ròng (%),29.1,21.75,40.2,30.43,19.04
VIN,Chỉ số thanh toán hiện thời,3.75,4.94,5.84,6.81,8.82
VIN,Chỉ số thanh toán nhanh,3.71,4.9,5.77,6.7,8.57
VIN,Chỉ số thanh toán tiền mặt,0.25,0.53,0.62,1.27,0.68
VIN,Đòn bẩy tài chính,1.1,1.09,1.08,1.06,1.04
VIP,Biên EBIT (%),3.33,-1.03,11.47,10.15,13.63
VIP,Biên lợi nhuận gộp (%),15.73,6.86,17.53,21.33,25.87
VIP,Biên lợi nhuận ròng (%),12.39,1.54,28.25,15.82,17.37
VIP,Chỉ số thanh toán hiện thời,2.8,4.08,7.02,6.95,16.45
VIP,Chỉ số thanh toán nhanh,1.97,3.59,6.45,6.36,15.07
VIP,Chỉ số thanh toán tiền mặt,0.79,0.55,1.04,0.75,1.12
VIP,Đòn bẩy tài chính,1.45,1.36,1.13,1.12,1.08
VIP,Khả năng chi trả lãi vay,1.05,-0.29,8.87,NaN,NaN
VIR,Biên EBIT (%),-7.86,-109.51,10.24,-13.96,NaN
VIR,Biên lợi nhuận gộp (%),15.26,-39.92,38.95,15.18,NaN
VIR,Biên lợi nhuận ròng (%),-0.54,-103.6,11.29,-12.85,NaN
VIR,Chỉ số thanh toán hiện thời,2.66,2.69,1.89,1.48,NaN
VIR,Chỉ số thanh toán nhanh,2.61,2.46,1.77,1.44,NaN
VIR,Chỉ số thanh toán tiền mặt,0.09,0.59,0.22,0.17,NaN
VIR,Đòn bẩy tài chính,1.19,1.12,1.31,1.45,NaN
VIR,Khả năng chi trả lãi vay,NaN,-383.72,NaN,NaN,NaN
VIT,Biên EBIT (%),8.54,7.23,6.73,6.08,7.44
VIT,Biên lợi nhuận gộp (%),12.38,10.99,9.67,8.61,9.33
VIT,Biên lợi nhuận ròng (%),4.6,3.67,2.54,0.0,2.45
VIT,Chỉ số thanh toán hiện thời,0.92,0.95,0.78,0.89,0.96
VIT,Chỉ số thanh toán nhanh,0.33,0.26,0.1,0.07,0.15
VIT,Chỉ số thanh toán tiền mặt,0.21,0.1,0.05,0.02,0.08
VIT,Đòn bẩy tài chính,3.11,2.7,3.55,3.91,3.35
VIT,Khả năng chi trả lãi vay,2.28,2.47,1.9,1.02,1.72
VIW,Biên EBIT (%),6.3,3.0,4.17,4.43,4.31
VIW,Biên lợi nhuận gộp (%),14.13,12.1,11.11,10.08,12.69
VIW,Biên lợi nhuận ròng (%),0.12,2.16,-0.09,1.05,1.13
VIW,Chỉ số thanh toán hiện thời,1.22,1.29,1.27,1.26,1.26
VIW,Chỉ số thanh toán nhanh,0.88,0.82,0.79,0.84,0.78
VIW,Chỉ số thanh toán tiền mặt,0.14,0.21,0.13,0.12,0.11
VIW,Đòn bẩy tài chính,3.15,3.01,3.0,2.89,2.79
VIW,Khả năng chi trả lãi vay,1.2,0.67,1.12,1.55,1.41
VIX,Biên EBIT (%),57.95,60.75,34.25,73.38,48.21
VIX,Biên lợi nhuận gộp (%),60.37,61.94,36.43,75.76,51.06
VIX,Biên lợi nhuận ròng (%),45.71,46.88,26.27,59.51,36.09
VIX,Chỉ số thanh toán hiện thời,16.54,10.49,28.51,48.45,5.63
VIX,Chỉ số thanh toán tiền mặt,0.44,0.18,4.74,0.75,0.2
VIX,Đòn bẩy tài chính,1.21,1.26,1.04,1.03,1.22
VIX,Khả năng chi trả lãi vay,19.21,19.16,10.72,NaN,10.96
VJC,Biên EBIT (%),-14.0,-23.4,-8.63,-0.91,4.2
VJC,Biên lợi nhuận gộp (%),-7.75,-15.84,-4.97,4.32,9.69
VJC,Biên lợi nhuận ròng (%),0.38,0.62,-5.63,0.4,1.99
VJC,Chỉ số thanh toán hiện thời,1.28,1.73,1.1,1.05,1.25
VJC,Chỉ số thanh toán nhanh,1.23,1.67,1.06,1.03,1.19
VJC,Chỉ số thanh toán tiền mặt,0.15,0.12,0.06,0.13,0.13
VJC,Đòn bẩy tài chính,3.02,3.06,4.57,5.7,5.88
VJC,Khả năng chi trả lãi vay,-5.64,-3.74,-2.5,-0.27,1.08
VKC,Biên EBIT (%),1.61,2.49,-37.12,-152.39,-316.5
VKC,Biên lợi nhuận gộp (%),4.83,5.41,1.49,-21.34,-56.52
VKC,Biên lợi nhuận ròng (%),0.1,0.26,-91.11,-295.06,-636.48
VKC,Chỉ số thanh toán hiện thời,1.19,1.67,0.71,0.58,0.4
VKC,Chỉ số thanh toán nhanh,0.85,1.17,0.64,0.53,0.39
VKC,Chỉ số thanh toán tiền mặt,0.1,0.08,0.0,0.0,0.0
VKC,Đòn bẩy tài chính,2.55,2.8,95.13,-4.26,-1.0
VKC,Khả năng chi trả lãi vay,0.84,0.96,-2.64,-1.03,NaN
VLA,Biên EBIT (%),-6.92,48.09,26.6,1.0,-18.78
VLA,Biên lợi nhuận gộp (%),54.85,76.44,64.58,74.74,68.11
VLA,Biên lợi nhuận ròng (%),0.22,39.21,11.2,1.2,3.46
VLA,Chỉ số thanh toán hiện thời,44.43,3.69,2.93,14.58,7.6
VLA,Chỉ số thanh toán nhanh,42.46,3.67,2.84,14.56,7.59
VLA,Chỉ số thanh toán tiền mặt,7.94,0.06,1.07,11.02,2.62
VLA,Đòn bẩy tài chính,1.02,1.22,1.11,1.04,1.14
VLA,Khả năng chi trả lãi vay,NaN,2415.83,1881.0,NaN,-15.98
VLB,Biên EBIT (%),18.97,14.08,17.57,13.67,20.26
VLB,Biên lợi nhuận gộp (%),26.34,21.4,23.67,21.15,26.97
VLB,Biên lợi nhuận ròng (%),16.38,13.42,-1.82,14.21,16.72
VLB,Chỉ số thanh toán hiện thời,2.59,2.66,2.0,2.29,2.12
VLB,Chỉ số thanh toán nhanh,2.38,2.44,1.61,2.06,1.99
VLB,Chỉ số thanh toán tiền mặt,1.63,1.99,1.0,0.15,0.26
VLB,Đòn bẩy tài chính,1.28,1.28,1.35,1.36,1.52
VLC,Biên EBIT (%),8.99,8.62,4.4,2.45,-2.22
VLC,Biên lợi nhuận gộp (%),31.48,30.72,30.69,30.02,26.03
VLC,Biên lợi nhuận ròng (%),10.89,11.04,7.56,9.17,3.96
VLC,Chỉ số thanh toán hiện thời,6.38,8.49,11.82,11.47,5.71
VLC,Chỉ số thanh toán nhanh,5.35,7.9,10.99,10.72,5.28
VLC,Chỉ số thanh toán tiền mặt,0.24,0.52,2.47,3.48,0.59
VLC,Đòn bẩy tài chính,1.2,1.13,1.1,1.09,1.14
VLC,Khả năng chi trả lãi vay,NaN,1552.15,217.34,NaN,-37.87
VLG,Biên EBIT (%),1.16,1.38,-7.91,-5.09,0.21
VLG,Biên lợi nhuận gộp (%),2.31,2.03,-0.94,-1.26,4.06
VLG,Biên lợi nhuận ròng (%),1.56,1.03,-10.08,7.14,15.95
VLG,Chỉ số thanh toán hiện thời,1.44,1.62,1.48,2.3,3.14
VLG,Chỉ số thanh toán nhanh,1.36,1.54,1.31,1.99,2.89
VLG,Chỉ số thanh toán tiền mặt,0.25,0.44,0.24,0.35,0.43
VLG,Đòn bẩy tài chính,1.6,1.52,1.43,1.26,1.3
VLG,Khả năng chi trả lãi vay,0.85,3.57,-22.01,-70.92,NaN
VLP,Biên EBIT (%),14.51,6.66,5.77,6.42,NaN
VLP,Biên lợi nhuận gộp (%),33.04,25.37,22.24,21.44,NaN
VLP,Biên lợi nhuận ròng (%),13.62,5.54,4.88,5.99,NaN
VLP,Chỉ số thanh toán hiện thời,3.73,4.36,2.87,3.15,NaN
VLP,Chỉ số thanh toán nhanh,3.73,4.31,2.8,3.07,NaN
VLP,Chỉ số thanh toán tiền mặt,2.04,2.34,0.46,1.22,NaN
VLP,Đòn bẩy tài chính,1.3,1.23,1.36,1.34,NaN
VLW,Biên EBIT (%),29.22,33.4,35.63,33.22,33.83
VLW,Biên lợi nhuận gộp (%),64.24,64.97,65.86,64.69,64.02
VLW,Biên lợi nhuận ròng (%),36.85,39.35,42.71,43.28,37.45
VLW,Chỉ số thanh toán hiện thời,3.69,4.38,4.76,4.85,4.23
VLW,Chỉ số thanh toán nhanh,3.31,4.02,4.35,4.52,4.05
VLW,Chỉ số thanh toán tiền mặt,0.8,0.35,0.39,0.37,0.2
VLW,Đòn bẩy tài chính,1.3,1.25,1.23,1.21,1.29
VLW,Khả năng chi trả lãi vay,380.12,520.7,679.28,770.1,1020.03
VMA,Biên EBIT (%),1.66,1.45,2.1,0.47,NaN
VMA,Biên lợi nhuận gộp (%),9.8,9.08,10.3,7.4,NaN
VMA,Biên lợi nhuận ròng (%),1.27,1.35,1.32,1.4,NaN
VMA,Chỉ số thanh toán hiện thời,1.17,1.07,1.01,1.03,NaN
VMA,Chỉ số thanh toán nhanh,1.05,0.95,0.81,0.92,NaN
VMA,Chỉ số thanh toán tiền mặt,0.22,0.15,0.08,0.04,NaN
VMA,Đòn bẩy tài chính,2.73,3.07,4.08,4.21,NaN
VMA,Khả năng chi trả lãi vay,26.07,19.63,5.36,1.98,NaN
VMC,Biên EBIT (%),-2.88,-2.05,0.85,3.64,3.79
VMC,Biên lợi nhuận gộp (%),5.52,4.84,6.58,7.45,7.62
VMC,Biên lợi nhuận ròng (%),0.53,0.48,0.3,0.4,0.31
VMC,Chỉ số thanh toán hiện thời,1.32,1.31,1.12,1.13,1.13
VMC,Chỉ số thanh toán nhanh,1.08,1.02,0.8,0.82,0.81
VMC,Chỉ số thanh toán tiền mặt,0.06,0.03,0.06,0.05,0.1
VMC,Đòn bẩy tài chính,3.01,2.91,4.61,4.11,3.94
VMC,Khả năng chi trả lãi vay,-1.21,-0.9,0.31,0.84,1.0
VMD,Biên EBIT (%),1.03,1.24,0.45,1.07,0.49
VMD,Biên lợi nhuận gộp (%),8.29,8.69,7.7,8.13,9.48
VMD,Biên lợi nhuận ròng (%),0.21,0.17,0.5,0.88,1.97
VMD,Chỉ số thanh toán hiện thời,1.02,1.03,1.08,1.15,1.22
VMD,Chỉ số thanh toán nhanh,0.49,0.5,0.68,0.94,1.1
VMD,Chỉ số thanh toán tiền mặt,0.04,0.03,0.08,0.15,0.32
VMD,Đòn bẩy tài chính,22.83,13.89,7.29,4.38,3.33
VMD,Khả năng chi trả lãi vay,22.31,9.72,6.3,21.72,1.67
VMG,Biên EBIT (%),0.91,1.29,2.95,0.82,NaN
VMG,Biên lợi nhuận gộp (%),13.76,13.78,16.99,4.38,NaN
VMG,Biên lợi nhuận ròng (%),0.06,0.9,-0.01,0.04,NaN
VMG,Chỉ số thanh toán hiện thời,0.55,0.29,0.52,1.01,NaN
VMG,Chỉ số thanh toán nhanh,0.47,0.25,0.5,0.96,NaN
VMG,Chỉ số thanh toán tiền mặt,0.05,0.01,0.03,0.12,NaN
VMG,Đòn bẩy tài chính,3.55,5.5,6.87,6.37,NaN
VMG,Khả năng chi trả lãi vay,0.8,1.07,1.46,1.44,NaN
VMK,Biên EBIT (%),NaN,NaN,NaN,14.09,NaN
VMK,Biên lợi nhuận gộp (%),NaN,NaN,NaN,15.96,NaN
VMK,Biên lợi nhuận ròng (%),NaN,NaN,NaN,8.14,NaN
VMK,Chỉ số thanh toán hiện thời,NaN,NaN,NaN,0.86,NaN
VMK,Chỉ số thanh toán nhanh,NaN,NaN,NaN,0.31,NaN
VMK,Chỉ số thanh toán tiền mặt,NaN,NaN,NaN,0.02,NaN
VMK,Đòn bẩy tài chính,NaN,NaN,NaN,1.82,NaN
VMK,Khả năng chi trả lãi vay,NaN,NaN,NaN,2.42,NaN
VMS,Biên EBIT (%),3.7,2.89,3.54,5.22,3.41
VMS,Biên lợi nhuận gộp (%),11.74,10.28,11.04,15.5,12.78
VMS,Biên lợi nhuận ròng (%),4.93,4.3,4.62,8.9,7.19
VMS,Chỉ số thanh toán hiện thời,2.54,2.81,3.54,5.51,5.54
VMS,Chỉ số thanh toán nhanh,2.48,2.74,3.44,5.26,5.32
VMS,Chỉ số thanh toán tiền mặt,0.45,0.38,0.56,0.9,1.14
VMS,Đòn bẩy tài chính,1.7,1.69,1.61,1.56,1.58
VMT,Biên EBIT (%),NaN,3.98,0.2,13.41,NaN
VMT,Biên lợi nhuận gộp (%),NaN,8.19,4.76,20.71,NaN
VMT,Biên lợi nhuận ròng (%),NaN,11.93,1.71,0.11,NaN
VMT,Chỉ số thanh toán hiện thời,NaN,0.5,0.9,0.59,NaN
VMT,Chỉ số thanh toán nhanh,NaN,0.34,0.61,0.4,NaN
VMT,Chỉ số thanh toán tiền mặt,NaN,0.16,0.28,0.19,NaN
VMT,Đòn bẩy tài chính,NaN,2.26,3.06,2.94,NaN
VMT,Khả năng chi trả lãi vay,NaN,NaN,0.03,1.05,NaN
VNA,Biên EBIT (%),-6.23,19.26,20.0,-3.89,-3.7
VNA,Biên lợi nhuận gộp (%),-0.98,25.9,26.55,2.11,3.02
VNA,Biên lợi nhuận ròng (%),0.27,20.84,23.92,6.07,10.59
VNA,Chỉ số thanh toán hiện thời,0.46,0.93,2.03,3.82,3.43
VNA,Chỉ số thanh toán nhanh,0.28,0.73,1.68,3.3,2.77
VNA,Chỉ số thanh toán tiền mặt,0.08,0.47,1.05,2.24,1.32
VNA,Đòn bẩy tài chính,8.39,2.95,1.49,1.2,1.4
VNA,Khả năng chi trả lãi vay,-1.44,7.88,23.02,-8.08,-29.39
VNB,Biên EBIT (%),-44.05,-76.87,-37.9,-38.18,-46.82
VNB,Biên lợi nhuận gộp (%),29.67,36.17,40.9,40.91,41.49
VNB,Biên lợi nhuận ròng (%),103.58,141.49,118.68,201.19,236.66
VNB,Chỉ số thanh toán hiện thời,14.52,107.39,53.58,36.52,12.49
VNB,Chỉ số thanh toán nhanh,13.88,106.58,53.16,36.15,12.15
VNB,Chỉ số thanh toán tiền mặt,0.14,0.12,0.75,0.07,0.1
VNB,Đòn bẩy tài chính,1.01,1.01,1.02,1.03,1.03
VNC,Biên EBIT (%),8.1,6.75,7.38,6.18,5.37
VNC,Biên lợi nhuận gộp (%),22.21,21.05,21.7,19.91,20.34
VNC,Biên lợi nhuận ròng (%),6.25,5.18,5.92,5.32,4.43
VNC,Chỉ số thanh toán hiện thời,1.91,1.94,2.47,2.13,2.1
VNC,Chỉ số thanh toán nhanh,1.89,1.91,2.39,2.08,2.08
VNC,Chỉ số thanh toán tiền mặt,0.85,1.01,1.13,1.18,0.98
VNC,Đòn bẩy tài chính,1.47,1.44,1.3,1.42,1.45
VNC,Khả năng chi trả lãi vay,32.97,39.0,54.68,994.23,321.14
VND,Biên EBIT (%),57.75,56.53,38.42,60.0,51.64
VND,Biên lợi nhuận gộp (%),74.54,61.51,43.98,66.56,60.15
VND,Biên lợi nhuận ròng (%),32.46,39.46,17.87,30.82,32.27
VND,Chỉ số thanh toán hiện thời,1.2,1.39,1.64,1.63,1.76
VND,Chỉ số thanh toán tiền mặt,0.09,0.1,0.11,0.2,0.04
VND,Đòn bẩy tài chính,3.92,3.78,2.68,2.53,2.25
VND,Khả năng chi trả lãi vay,3.34,8.25,2.74,2.73,4.12
VNE,Biên EBIT (%),2.59,1.99,5.29,9.62,-8.4
VNE,Biên lợi nhuận gộp (%),6.74,4.75,6.24,15.04,-0.37
VNE,Biên lợi nhuận ròng (%),1.11,0.47,0.47,-2.7,-32.81
VNE,Chỉ số thanh toán hiện thời,1.08,0.71,1.01,0.98,0.86
VNE,Chỉ số thanh toán nhanh,0.87,0.57,0.69,0.62,0.58
VNE,Chỉ số thanh toán tiền mặt,0.11,0.03,0.07,0.02,0.02
VNE,Đòn bẩy tài chính,2.11,3.4,3.88,3.73,4.19
VNE,Khả năng chi trả lãi vay,2.34,1.07,1.11,0.82,-0.39
VNF,Biên EBIT (%),0.57,2.44,2.58,2.81,6.6
VNF,Biên lợi nhuận gộp (%),1.96,3.99,5.16,7.09,10.14
VNF,Biên lợi nhuận ròng (%),0.35,1.82,1.24,0.78,4.22
VNF,Chỉ số thanh toán hiện thời,1.09,1.39,2.1,1.7,1.72
VNF,Chỉ số thanh toán nhanh,1.09,1.39,2.08,1.69,1.71
VNF,Chỉ số thanh toán tiền mặt,0.35,0.37,0.76,0.55,0.63
VNF,Đòn bẩy tài chính,2.58,2.26,1.38,1.49,1.58
VNF,Khả năng chi trả lãi vay,3.19,27.49,19.79,35.77,62.77
VNG,Biên EBIT (%),-3.55,-59.32,14.63,18.1,7.83
VNG,Biên lợi nhuận gộp (%),23.66,-14.25,32.66,34.52,25.73
VNG,Biên lợi nhuận ròng (%),4.5,1.71,0.53,0.46,0.23
VNG,Chỉ số thanh toán hiện thời,1.29,1.04,1.23,1.08,1.01
VNG,Chỉ số thanh toán nhanh,1.23,1.01,1.19,0.92,0.94
VNG,Chỉ số thanh toán tiền mặt,0.23,0.03,0.13,0.13,0.03
VNG,Đòn bẩy tài chính,1.88,2.05,2.55,3.49,4.06
VNG,Khả năng chi trả lãi vay,-0.26,-1.64,0.78,0.74,0.23
VNH,Biên EBIT (%),1.27,20.97,-0.64,-12.92,NaN
VNH,Biên lợi nhuận gộp (%),52.56,33.33,28.67,12.85,NaN
VNH,Biên lợi nhuận ròng (%),26.0,19.66,-4.83,-19.89,NaN
VNH,Chỉ số thanh toán hiện thời,1.65,1.76,1.66,1.81,NaN
VNH,Chỉ số thanh toán nhanh,1.65,1.76,1.66,1.81,NaN
VNH,Chỉ số thanh toán tiền mặt,0.17,0.32,0.24,0.0,NaN
VNH,Đòn bẩy tài chính,2.33,2.19,2.42,2.17,NaN
VNH,Khả năng chi trả lãi vay,0.41,16.04,-0.15,-1.85,NaN
VNI,Biên EBIT (%),NaN,NaN,NaN,-4.32,NaN
VNI,Biên lợi nhuận gộp (%),NaN,NaN,NaN,84.44,NaN
VNI,Biên lợi nhuận ròng (%),NaN,NaN,NaN,4.44,NaN
VNI,Chỉ số thanh toán hiện thời,NaN,NaN,NaN,0.31,NaN
VNI,Chỉ số thanh toán nhanh,NaN,NaN,NaN,0.28,NaN
VNI,Chỉ số thanh toán tiền mặt,NaN,NaN,NaN,0.03,NaN
VNI,Đòn bẩy tài chính,NaN,NaN,NaN,17.55,NaN
VNL,Biên EBIT (%),1.58,2.58,3.1,2.29,4.3
VNL,Biên lợi nhuận gộp (%),3.27,3.89,5.43,5.73,6.98
VNL,Biên lợi nhuận ròng (%),1.93,2.58,4.0,5.12,3.94
